sep=,
"ID","NAME","NAT","OA","CON","TAL","EXP","AGG","TEI","STA","CHA","MOT","REP","AGE","WEI","RET","SAL","FEE","FAV","OFF"
"36156","Rupert Bennett","GBR","55","151","49","21","28","90","2","88","0","0","24","80","2","275000","100000","27,4","0"
"17258","Jaime Barba","ESP","56","120","48","55","37","82","0","157","0","0","34","107","2","280000","100000","18,2","0"
"24605","Hayden Walker","AUS","56","57","101","25","3","132","0","118","0","0","26","90","2","280000","100000","30,39","0"
"25400","Chrissy Lloyd","GBR","56","109","58","22","3","127","28","98","0","0","23","83","2","280000","100000","49,61,45","0"
"25643","Sakon Nakayama","JPN","56","103","114","15","0","33","0","170","0","0","36","103","2","280000","100000","51,64,17","0"
"25868","Andrew Reid","NZL","56","54","69","2","49","122","25","125","0","0","23","81","2","348314","100000","33,45,27","0"
"26162","Alexander Allmendinger","USA","56","99","75","42","28","119","0","85","0","0","36","103","2","280000","100000","8,13","0"
"26648","Michael de Vries","NLD","56","46","100","22","0","114","0","148","29","0","25","83","0","285000","113145","1,5","0"
"27152","Carlo Maria Latif","ITA","56","45","150","31","36","2","0","126","0","0","23","86","0","1190417","1208870","10,5","0"
"28107","Dino Hamilton","GBR","56","97","71","16","28","117","36","55","0","0","21","89","2","1643750","2023750","50,21,2","0"
"28307","Dino McCarthy","GBR","56","20","188","50","4","50","0","46","0","0","38","104","1","280000","100000","","0"
"28420","Piers Powell","GBR","56","99","34","13","92","149","0","60","0","0","25","88","2","280000","100000","28,11","0"
"29198","Marvin Bartels","DEU","56","153","41","10","107","2","26","73","0","0","24","76","0","964351","431282","","0"
"29779","Sage Newgarden","USA","56","53","112","47","0","150","0","70","0","0","38","106","2","280000","100000","12,34","0"
"11930","Adam Courage","GBR","57","0","121","132","1","91","0","160","0","0","43","102","1","445866","100000","","0"
"13615","Lewis Walker","GBR","57","36","106","17","126","22","0","107","0","0","24","86","0","285000","100000","2,3,13","0"
"14137","Nanni Colciago","ITA","57","71","87","30","38","57","6","166","0","0","25","78","2","285000","100000","","0"
"15070","Hiroshi Fukuda","JPN","57","165","86","12","6","45","17","67","0","0","24","83","2","621955","100000","36,13","0"
"15771","Torsten Brack","SWE","57","95","36","117","0","119","0","186","0","0","36","96","2","285000","100000","64,53","0"
"15796","Stefan Ekstr&ouml;m","SWE","57","174","44","40","0","66","0","156","0","0","28","93","2","1349155","1480924","","0"
"15926","Rich Antinucci","USA","57","49","83","213","0","11","0","210","0","0","42","101","2","285000","100000","57,9,26","0"
"16699","Scott Patrick","USA","57","91","53","21","112","111","0","56","0","0","26","98","2","285000","100000","32,16,34","0"
"19617","Manfred Elkmann","DEU","57","98","90","42","0","147","0","60","0","0","36","104","2","285000","100000","25,38","0"
"19793","Thomas Hegewald","DEU","57","120","81","2","47","97","23","20","0","0","24","82","2","285000","100000","","0"
"21587","Rob Franchitti","GBR","57","74","94","50","29","87","0","122","0","0","31","95","0","285000","100000","5,42","0"
"22343","Oliver Pryce","GBR","57","20","133","84","30","108","0","50","0","0","36","102","0","419924","100000","54,23","0"
"22491","Richard Sims","GBR","57","156","46","52","0","55","0","180","21","0","29","100","0","756024","134079","43,27","0"
"22785","Enrico Bonanomi","ITA","57","69","132","21","66","38","0","70","0","0","35","104","2","290000","100000","10,4","0"
"23281","Mirko Tedeschi","ITA","57","87","111","30","0","46","0","178","0","0","29","100","2","285000","100000","30,26","0"
"23951","Alexandro da Silva Ramos","BRA","57","79","70","23","0","149","0","180","0","0","35","102","0","1063262","1051290","26,61,41","0"
"24377","Carlo Maria Colombo","ITA","57","56","78","30","29","105","49","97","0","0","23","76","0","1362937","1703970","3,63","0"
"24579","Gary Mostert","AUS","57","52","153","31","30","37","29","31","0","0","23","91","2","290000","100000","31,8,38","0"
"25911","Damian Broniszewski","POL","57","133","41","16","129","78","3","25","0","0","24","88","2","290000","100000","48","0"
"26538","Josef Yasukawa","USA","57","104","47","4","114","97","28","21","0","0","24","87","0","285000","100000","17,50","0"
"26762","Klaas Mulder","NLD","57","22","117","138","0","122","0","66","0","0","40","99","2","285000","100000","","0"
"26891","Nyck Vergers","NLD","57","96","86","22","143","21","8","13","0","0","24","94","2","285000","100000","36,45","0"
"27176","Lamberto Latif","ITA","57","121","56","22","126","0","0","133","0","0","20","90","2","478498","100000","12,58,27","0"
"27281","Pierluigi Bizzarri","ITA","57","146","67","58","24","105","0","33","0","0","28","94","2","285000","100000","","0"
"27756","Darren Busch","USA","57","86","79","17","93","30","22","89","0","0","24","78","0","604012","113764","61,48","0"
"28579","Damien Zamparelli","GBR","57","74","106","32","66","55","0","87","0","0","22","94","2","285000","100000","6,21,44","0"
"35716","Loic Max","FRA","57","149","58","22","7","122","33","29","0","0","23","86","2","285000","100000","13,32","0"
"35852","Esteban Pironi","FRA","57","63","104","9","25","139","20","37","0","0","24","77","0","687159","110852","28,21,10","0"
"36141","Matthew Bennett","GBR","57","149","22","24","86","22","36","133","0","0","23","82","2","285000","100000","33","0"
"36155","Roger Bennett","GBR","57","51","71","19","119","50","1","153","0","0","24","86","2","319047","100000","55,38,49","0"
"36401","George Carroll","GBR","57","110","92","25","20","47","14","121","0","0","22","85","2","488276","100000","48,24","0"
"37707","Katherine Watts","GBR","57","113","99","16","12","12","36","120","0","0","24","77","2","285000","100000","51,41","0"
"39283","Sam Lunger","USA","57","35","136","28","28","108","22","20","0","0","22","85","2","290000","100000","26,7","0"
"13622","Peter Walker","GBR","58","19","117","23","44","83","45","92","0","0","22","79","2","295000","100000","29,45,35","0"
"13784","Robbie Wilson","GBR","58","103","22","13","111","131","52","13","0","0","23","84","2","290000","100000","25,64,14","0"
"14035","Ronnie Caffi","ITA","58","59","116","98","0","48","0","161","0","0","38","102","2","381126","100000","3,46","0"
"14947","Emanuele Tedeschi","ITA","58","94","61","31","159","5","38","35","0","0","19","87","0","1408093","1241733","18,10,43","0"
"15205","Ukyo Ihara","JPN","58","120","26","12","73","139","24","69","0","0","24","74","2","290000","100000","7,5,11","0"
"15327","Sakon Motoyama","JPN","58","71","115","48","75","70","0","33","0","0","30","101","2","290000","100000","62,48","0"
"16387","George Hunter-Reay","USA","58","49","142","2","48","49","0","93","0","0","21","78","2","304391","100000","26,54","0"
"17373","Kamui Inoue","JPN","58","185","24","62","1","96","0","147","0","0","32","98","0","290000","100000","","0"
"18548","Volker Klingmann","DEU","58","127","33","1","48","123","15","147","0","0","22","92","0","530364","100000","45,59","0"
"20026","Daniel Las&#233;e","DEU","58","152","62","17","98","34","9","55","0","0","27","96","2","295000","100000","17,43","0"
"20057","Stefan Las&#233;e","DEU","58","142","83","118","0","43","0","84","0","0","37","97","2","290000","100000","42,25","0"
"21094","Simon Perera","FRA","58","12","182","35","35","59","0","50","0","0","37","102","0","601212","140801","28,24","0"
"22055","Piers Lancaster","GBR","58","109","93","67","0","50","0","155","0","0","32","97","2","290000","100000","","0"
"23584","Ross van Dam","NLD","58","113","85","110","0","36","0","155","0","0","36","100","2","290000","100000","7,23","0"
"23638","Dominick Wunderink","NLD","58","89","74","33","63","92","0","122","0","0","28","100","2","290000","100000","","0"
"23915","Hernando Bianco","BRA","58","118","59","162","0","74","0","98","0","0","40","87","2","295000","100000","15,18","0"
"24093","Hans Wackerbauer","DEU","58","118","20","25","153","53","40","47","0","0","23","82","0","588259","113782","48,7,44","0"
"24482","Carlo Maria Pantano","ITA","58","87","61","11","81","132","27","25","0","0","21","77","0","809763","302770","34,19,28","0"
"26116","Slim Helling","SWE","58","34","67","171","0","139","0","152","0","0","40","97","2","290000","100000","35,26","0"
"26188","Josef Carpenter","USA","58","157","113","26","38","0","3","34","0","0","22","88","2","290000","100000","15,23","0"
"26361","Sean Patrick","USA","58","126","40","19","151","0","8","116","0","0","24","83","2","409428","100000","4,41,52","0"
"27008","Stefanos Antoniadis","GRC","58","44","196","33","15","9","5","32","0","0","21","87","0","235000","100000","21,20,32","0"
"27419","Greg Filippi","ITA","58","118","48","79","15","94","0","173","4","0","36","102","2","295000","100000","","0"
"29135","Elton Merchan Maldonado","ECU","58","41","85","4","144","61","14","77","0","0","23","93","2","322820","100000","51,13","0"
"29151","Nassim Gerbi","DZA","58","71","107","61","65","70","0","52","0","0","35","101","0","923714","821679","46,8","0"
"29380","Raffaele Apicella","ITA","58","75","81","43","42","105","0","139","0","0","33","102","2","290000","100000","","0"
"34453","Dino Beganovic","BIH","58","85","88","27","77","61","27","34","0","0","22","74","2","290000","100000","","0"
"35101","Oliver Rast","DEU","58","142","62","6","4","79","28","129","0","0","22","74","2","295000","100000","36,32","0"
"35187","Sebastian Wackerbauer","DEU","58","103","107","0","60","56","35","11","0","0","23","82","2","295000","100000","2,16","0"
"35740","Isack Moreau","FRA","58","43","123","27","32","14","35","169","0","0","21","92","2","495153","100000","10,32,42","0"
"36053","Peter Bearman","GBR","58","37","90","6","81","55","43","126","0","0","22","81","2","290000","100000","6,16,48","0"
"36643","Adam Hailwood","GBR","58","139","44","29","89","20","32","105","0","0","24","83","2","335678","100000","36,56","0"
"36834","David Kennedy","GBR","58","105","22","5","72","158","24","86","0","0","23","78","2","290000","100000","11,34,52","0"
"37294","Julian Powell","GBR","58","82","118","11","55","11","25","101","0","0","21","91","2","290000","100000","8,36","0"
"37426","Johnny Russell","GBR","58","73","88","8","150","14","0","90","0","0","24","87","0","1227060","767704","","0"
"37617","Lando Sutcliffe","GBR","58","65","128","27","15","102","2","68","0","0","23","87","2","315535","100000","29,9,60","0"
"37650","Jackie Trimmer","GBR","58","29","67","20","64","94","43","165","0","0","24","79","2","290000","100000","57,20","0"
"37967","Stefano Bizzarri","ITA","58","34","179","13","0","32","36","56","0","0","22","91","2","290000","100000","12,18","0"
"38594","Kosuke Motoyama","JPN","58","141","36","6","81","41","19","149","0","0","22","83","0","658182","108262","47,11,43","0"
"39115","Reine Danielsson","SWE","58","162","59","16","36","90","20","46","0","0","21","93","2","290000","100000","49,9,62","0"
"5413","Domenico Gabbiani","ITA","59","0","203","37","0","100","0","24","0","0","42","109","2","295000","100000","1,23,38","0"
"13473","Steven Stewart","GBR","59","101","129","27","0","77","21","13","0","0","24","78","2","295000","100000","1,53","0"
"14341","Nicola Giovanardi","ITA","59","0","189","33","40","81","0","27","0","0","39","105","2","366931","100000","","0"
"14595","Vitantonio Modena","ITA","59","150","27","23","143","44","0","88","0","0","25","92","2","295000","100000","9,24","0"
"16358","Kevin Hornish Jr.","USA","59","78","80","7","85","143","4","20","0","0","20","78","2","344888","100000","","0"
"16383","Danny Hunter-Reay","USA","59","161","64","7","27","93","10","71","0","0","23","88","2","295000","100000","59,60","0"
"16629","Kevin Manning","USA","59","38","113","184","0","83","0","92","0","19","43","98","1","354000","100000","","0"
"17478","Carlos Couceiro","PRT","59","101","91","14","68","85","20","17","0","0","24","75","2","295000","100000","24,51","0"
"17828","Ana Predescu","ROU","59","103","119","7","41","57","10","48","0","0","24","75","2","300000","100000","5,53","0"
"18433","Robert Waldschmidt","NLD","59","144","47","17","73","113","10","24","0","0","23","75","0","295000","100000","34,7","0"
"18867","Nicha da Costa","PRT","59","119","75","14","127","0","37","29","0","0","21","78","0","651632","108840","26,20","0"
"18973","Karl Baron","AUT","59","74","74","2","117","49","45","79","0","0","23","91","2","300000","100000","21,11,7","0"
"19016","Richard Neuhauser","AUT","59","131","82","36","0","136","0","50","0","0","24","82","2","295000","100000","18","0"
"19043","Jan Franchi","BEL","59","143","54","32","69","37","23","95","0","0","24","83","2","295000","100000","","0"
"19940","Rikky Klingmann","DEU","59","58","180","3","21","44","5","31","0","0","23","91","0","914558","328934","","0"
"20075","Jens M&#252;cke","DEU","59","26","49","27","136","77","39","147","0","0","22","85","2","295000","100000","7,35","0"
"20744","Tom Bonanomi","FRA","59","97","87","23","0","119","0","158","0","0","37","104","2","295000","100000","18,56","0"
"20745","Yann Bonanomi","FRA","59","95","43","27","109","64","9","152","0","0","25","88","2","295000","100000","47","0"
"21263","Nick Bailey","GBR","59","44","122","31","8","101","41","60","0","0","19","73","2","300404","100000","","0"
"22581","Ralph Tandy","GBR","59","92","83","8","141","20","43","15","0","0","21","92","2","295000","100000","","0"
"22816","Riccardo Bonanomi","ITA","59","62","139","30","55","0","16","108","0","0","22","92","0","1458543","1419349","40,44,53","0"
"24437","Carlo Maria Lombardi","ITA","59","161","98","3","6","26","37","51","0","0","22","70","2","399372","100000","","0"
"24859","Enrique Resende Filho","BRA","59","110","34","22","84","59","38","145","0","0","20","86","2","295000","100000","45,18,50","0"
"25194","Raimo Vallbaum","EST","59","150","45","1","92","27","2","151","0","0","24","83","2","295000","100000","19,26","0"
"25579","Kotaro Kogure","JPN","59","126","67","29","102","35","35","16","0","0","24","81","2","295000","100000","15,13","0"
"26252","Kyle Hemric","USA","59","76","143","51","0","102","0","20","0","0","35","98","2","295000","100000","48,7,38","0"
"26784","Tom Rothengatter","NLD","59","172","24","55","66","86","0","92","0","0","31","101","2","295000","100000","55,36,5","0"
"26934","Robert Visser","NLD","59","155","23","23","84","87","12","103","0","0","22","88","2","300000","100000","56,30,21","0"
"28015","Alice Conway","GBR","59","120","61","9","57","144","0","47","0","0","26","85","2","307555","100000","","0"
"28874","Manfred Rast","DEU","59","130","100","27","15","28","43","70","0","0","23","84","2","300000","100000","37,22","0"
"28891","Robert Rast","DEU","59","154","76","24","10","135","0","15","0","0","22","83","0","295000","100000","4,57,39","0"
"29847","Emil Bailey","GBR","59","133","52","9","4","120","41","117","0","0","20","92","2","569390","100000","38,10","0"
"29970","Derek Buller","GBR","59","29","143","62","0","71","0","162","0","0","35","101","0","743271","297306","19,18","0"
"30445","Matthew Williamson","GBR","59","52","30","22","127","99","34","158","0","0","23","89","2","295000","100000","52,17,57","0"
"35091","Volker Mirocha","DEU","59","152","77","15","21","35","0","168","0","0","22","92","0","1204003","965503","50","0"
"35231","Marco Magnussen","DNK","59","77","67","3","97","72","25","107","0","0","21","76","2","295000","100000","42,45","0"
"35870","Esteban Premat","FRA","59","127","39","2","1","152","40","126","0","0","24","89","2","295000","100000","58,3","0"
"36177","Matthew Bernstorff","GBR","59","97","97","23","0","123","25","65","0","0","24","89","0","547837","100000","51,48,56","0"
"36284","Jenson Browning","GBR","59","106","148","1","8","12","20","64","0","0","21","83","0","1359228","1360494","48","0"
"36916","Alice Lindblad","GBR","59","104","67","23","102","44","39","48","0","0","24","75","2","300000","100000","35","0"
"37029","Bob Malvern","GBR","59","103","126","6","54","14","25","54","0","0","20","92","2","528211","100000","34,49,13","0"
"37801","Alex Dunne","IRL","59","143","63","15","25","68","40","96","0","0","23","88","2","295000","100000","41,17","0"
"38378","Kimi Piscopo","ITA","59","170","27","20","43","103","35","67","0","0","22","85","2","300000","100000","11,62","0"
"38379","Lorenzo Piscopo","ITA","59","150","24","17","85","76","49","64","0","0","22","87","2","300000","100000","59,21","0"
"38648","Kamui Takahara","JPN","59","122","39","24","29","134","36","110","0","0","22","92","2","300000","100000","61,35","0"
"38758","Esteban Perez","MEX","59","66","97","22","59","64","34","88","0","0","21","78","2","373401","100000","64,31,28","0"
"38790","Sergio Villagomez","MEX","59","129","28","10","150","95","0","35","0","0","23","85","2","295000","100000","13,9","0"
"38836","Robin Melker","NLD","59","127","24","24","101","109","27","53","0","0","20","80","0","544520","100000","40,57","0"
"39372","Eddie Ward","USA","59","133","20","2","132","81","21","76","0","0","23","89","0","295000","100000","57,45,10","0"
"8800","Pedro Maia","BRA","60","81","94","130","0","65","0","149","0","0","40","98","1","429497","100000","16,40,29","0"
"11815","Tommy Clarke","GBR","60","149","81","28","0","68","0","151","0","0","25","94","0","300000","100000","11,45","0"
"11862","Richard Conway","GBR","60","163","29","6","88","119","6","38","0","0","22","78","2","300000","100000","42,25","0"
"12119","Robert Evans","GBR","60","87","155","19","0","8","15","126","0","0","24","95","2","305000","100000","7,34,64","0"
"12471","Adam Hunt","GBR","60","17","85","22","102","60","37","161","0","0","23","81","2","525003","100000","21,64","0"
"12513","Dave Kane","GBR","60","31","201","61","20","30","0","23","0","0","36","101","2","300000","100000","50,46,4","0"
"13825","Ferdinando Amati","ITA","60","139","20","0","140","84","47","15","0","0","21","83","2","300000","100000","21,54","0"
"14516","Daniel Martini","ITA","60","86","85","151","0","111","0","72","7","0","40","97","1","1216797","1443016","","0"
"15397","Hiroki Takahara","JPN","60","88","74","30","107","92","0","64","0","0","26","96","2","300000","100000","8,29,38","0"
"15922","Michael Antinucci","USA","60","80","81","17","144","0","27","90","0","0","23","87","2","300000","100000","63,60","0"
"15923","Paul Antinucci","USA","60","140","32","35","34","135","0","144","0","0","27","91","2","526763","100000","21,10","0"
"16832","Scott Ryley","USA","60","88","50","3","138","21","34","146","0","0","22","86","2","300000","100000","5,40","0"
"17650","Brad David","ROU","60","70","151","0","79","12","0","55","0","0","24","75","2","300000","100000","51,22,44","0"
"17856","Florinel Raileanu","ROU","60","108","50","7","127","58","9","110","0","0","24","83","2","300000","100000","","0"
"17932","Larry Ricciardo","AUS","60","28","64","13","149","86","38","93","0","0","23","83","2","300000","100000","","0"
"18192","Tom Philippe","FRA","60","43","189","27","0","4","0","142","0","0","25","98","2","300000","100000","9,12","0"
"18788","Alex Bortolotti","ITA","60","103","78","8","108","84","18","15","0","0","25","84","2","300027","100000","40,5","0"
"19103","Jan Vervisch","BEL","60","109","69","11","102","43","41","51","0","0","23","83","2","300000","100000","","0"
"19318","Gianmarco Berg","CAN","60","66","111","94","0","111","0","96","0","0","34","96","0","540488","126824","38,6,41","0"
"20351","Peter Vieth","DEU","60","86","77","18","67","95","0","133","0","0","25","85","2","300000","100000","34,46","0"
"20453","Julia Wittmann","DEU","60","92","72","16","15","82","40","165","0","0","22","71","2","300000","100000","","0"
"20901","Jean Mailleux","FRA","60","151","60","16","53","63","33","70","0","0","23","88","2","479739","100000","51","0"
"21199","Sam Acheson","GBR","60","126","42","4","119","74","13","84","0","0","23","83","2","300000","100000","42,36,51","0"
"21233","Jim Austin","GBR","60","147","37","34","10","135","0","152","0","0","28","94","2","300000","100000","40,31","0"
"21294","Brian Bird","GBR","60","161","43","28","42","140","15","16","0","0","21","78","2","300000","100000","19,37,46","0"
"21408","Oliver Clarke","GBR","60","80","74","21","79","75","42","71","0","0","24","75","2","300000","100000","17,20,48","0"
"21510","Alexander Davidson","GBR","60","156","29","8","57","53","30","169","0","0","22","82","2","300000","100000","33,34,40","0"
"21932","Jon Keegan","GBR","60","97","53","25","73","91","20","134","0","0","25","84","2","300000","100000","39,32","0"
"23307","Ignazio Torre","ITA","60","31","101","21","92","125","3","71","0","0","23","83","0","1202631","1248325","30","0"
"23389","Katsuyuki Inoue","JPN","60","104","85","2","72","99","24","33","0","0","24","86","2","300000","100000","42,54","0"
"24111","Maximilian Wackerbauer","DEU","60","54","69","19","75","160","13","83","0","0","24","86","2","527943","100000","","0"
"24230","Giancarlo Bandini","ITA","60","94","131","46","1","64","0","100","0","0","31","102","2","316419","100000","29","0"
"24265","Teo Bandini","ITA","60","78","91","4","98","59","38","54","0","0","24","86","2","437284","100000","34,36,12","0"
"24387","Clemente Fabi","ITA","60","139","60","98","0","46","2","170","19","0","36","93","0","1184895","1433181","","0"
"25103","Erko Asmer","EST","60","130","71","7","24","95","5","142","0","0","24","92","0","1216609","1103352","23,42","0"
"25134","Raimo Kulli","EST","60","75","66","95","0","195","0","91","0","0","38","101","1","514558","100000","40,49","0"
"25468","Richard Moore","GBR","60","143","55","50","59","37","0","169","0","0","33","102","2","300000","100000","8,18","0"
"25932","Adam Giermaziak","POL","60","66","129","10","17","29","41","146","0","0","22","92","2","300000","100000","8,62,44","0"
"26347","Richard Newgarden","USA","60","71","131","23","59","44","31","31","0","0","23","85","2","300000","100000","24,3,27","0"
"26415","Sean Revson","USA","60","95","103","3","69","15","2","162","0","0","20","82","2","305000","100000","35,14","0"
"26688","Junior Kool","NLD","60","84","95","10","100","4","50","77","0","0","21","89","2","1325400","1712884","61,60","0"
"26894","Robert Vergers","NLD","60","92","65","4","20","143","44","94","0","0","24","85","2","300000","100000","","0"
"28385","David Powell","GBR","60","174","49","16","10","72","4","157","0","0","22","75","2","300000","100000","46,20,32","0"
"28587","Dino Zamparelli","GBR","60","67","144","4","40","85","9","30","0","0","23","93","0","1258453","996725","54,34","0"
"28745","Isabella Heyer","DEU","60","137","48","21","94","59","0","119","0","0","21","81","2","305000","100000","10,54","0"
"28766","Pascal Klingmann","DEU","60","30","177","30","32","38","21","30","0","0","22","82","2","312369","100000","","0"
"28886","Peter Rast","DEU","60","117","51","4","71","88","30","102","0","0","23","78","2","300000","100000","41,58","0"
"29357","Chaz LeBrocq","AUS","60","120","71","6","25","92","36","96","0","0","21","75","0","741819","223127","","0"
"29550","Stoffel Vandoorne","BEL","60","39","125","23","7","160","15","43","0","0","20","78","0","648543","108010","30,2,26","0"
"30215","William Jelley","GBR","60","84","100","37","0","91","19","131","0","0","26","78","2","295000","100000","40,11","0"
"30376","Matthew Priaulx","GBR","60","24","148","36","81","67","0","63","0","0","35","105","2","1336856","1613029","3,31,50","0"
"30473","Facu Tuero","ARG","60","161","29","34","29","143","15","76","0","0","23","89","2","300000","100000","","0"
"34471","Antonio Bianco","BRA","60","125","42","15","8","147","22","146","0","0","21","82","2","300000","100000","32,24,64","0"
"34751","Felipe Ribeiro","BRA","60","111","46","28","77","71","30","134","0","0","21","89","2","596359","100000","45,32,58","0"
"34841","Loris Gachnang","CHE","60","75","22","10","139","122","34","94","0","0","24","83","2","300000","100000","33,32,49","0"
"34845","Loris Jani","CHE","60","42","95","28","11","159","28","99","0","0","24","84","2","300000","100000","60,36,11","0"
"34955","Marco Goethe","DEU","60","61","153","12","25","56","34","21","0","0","22","76","2","300000","100000","39,12","0"
"35073","Hans-Joachim Lotterer","DEU","60","153","42","1","24","153","2","95","0","0","21","82","2","300000","100000","2,7","0"
"35361","Esteban Abadie","FRA","60","150","82","22","45","7","18","106","0","0","23","75","0","1304576","1159730","","0"
"35568","Yannick Gounon","FRA","60","134","65","30","54","75","34","58","0","0","21","90","2","305000","100000","38,14","0"
"35569","Esteban Grouillard","FRA","60","36","64","3","144","90","30","112","0","0","22","89","2","305000","100000","24,12","0"
"35594","Jean-Marc Hadjar","FRA","60","165","36","10","96","103","0","39","0","0","23","86","2","338254","100000","44,2","0"
"35686","Johnny Leclere","FRA","60","164","35","11","91","61","32","62","0","0","20","90","0","756206","138074","64,21,57","0"
"35791","Tristan Ocon","FRA","60","134","26","6","14","151","42","122","0","0","23","75","2","310714","100000","37","0"
"35832","Isack Pescarolo","FRA","60","70","105","13","42","148","8","25","0","0","24","83","2","300000","100000","24,52,36","0"
"35836","Pierre Pescarolo","FRA","60","36","156","7","54","2","37","97","0","0","23","81","0","622002","118339","","0"
"35933","Isack Treluyer","FRA","60","42","40","23","125","139","35","100","0","0","23","92","2","300000","100000","42,36","0"
"35979","Richard Austin","GBR","60","131","43","14","2","121","28","164","0","0","23","81","0","830226","212447","40,11","0"
